Gene stable ID	RefSeq mRNA predicted ID
ENSBTAG00000015763	XM_059878192
ENSBTAG00000015763	XM_059878191
ENSBTAG00000015763	XM_059878193
ENSBTAG00000015763	XM_024980348
ENSBTAG00000015763	XM_059878189
ENSBTAG00000013859	XM_024992299
ENSBTAG00000013859	
ENSBTAG00000013859	XM_024992298
ENSBTAG00000059465	
ENSBTAG00000064282	
ENSBTAG00000069208	
ENSBTAG00000012742	
ENSBTAG00000012742	XM_015461338
ENSBTAG00000012742	XM_015461339
ENSBTAG00000012742	XM_005227308
ENSBTAG00000012742	XM_059882786
ENSBTAG00000049565	
ENSBTAG00000060753	
ENSBTAG00000024809	
ENSBTAG00000008386	XM_024997904
ENSBTAG00000008386	XM_059890762
ENSBTAG00000008386	XM_024997905
ENSBTAG00000040304	
ENSBTAG00000040304	XM_005201627
ENSBTAG00000000941	
ENSBTAG00000000941	XM_005202233
ENSBTAG00000000941	XM_059877211
ENSBTAG00000000941	XM_059877207
ENSBTAG00000000941	XM_059877191
ENSBTAG00000000941	XM_059877196
ENSBTAG00000000941	XM_059877186
ENSBTAG00000000941	XM_059877180
ENSBTAG00000000941	XM_059877202
ENSBTAG00000064430	
ENSBTAG00000019667	
ENSBTAG00000030711	XM_005209248
ENSBTAG00000001088	
ENSBTAG00000074604	
ENSBTAG00000001405	XM_005211252
ENSBTAG00000001405	XM_005211251
ENSBTAG00000066873	
ENSBTAG00000011349	XM_002690508
ENSBTAG00000018349	
ENSBTAG00000031184	
ENSBTAG00000070419	
ENSBTAG00000040334	XM_059888741
ENSBTAG00000070307	
ENSBTAG00000025778	XM_002690497
ENSBTAG00000025778	
ENSBTAG00000013596	XM_005206661
ENSBTAG00000013596	XM_005206663
ENSBTAG00000013596	XM_005206662
ENSBTAG00000013596	
ENSBTAG00000002350	
ENSBTAG00000013112	
ENSBTAG00000033983	
ENSBTAG00000033983	XM_059890488
ENSBTAG00000070935	
ENSBTAG00000078330	
ENSBTAG00000078330	XM_024978768
ENSBTAG00000078330	XM_005219575
ENSBTAG00000078330	XM_059877119
ENSBTAG00000017214	XM_024979001
ENSBTAG00000017214	XM_059877713
ENSBTAG00000017214	XM_059877710
ENSBTAG00000017214	XM_059877707
ENSBTAG00000018823	
ENSBTAG00000018823	XM_010816405
ENSBTAG00000060505	XM_059878479
ENSBTAG00000060505	XM_059878480
ENSBTAG00000059466	
ENSBTAG00000020242	XM_024987476
ENSBTAG00000020242	XM_024987475
ENSBTAG00000021395	
ENSBTAG00000000266	
ENSBTAG00000000266	XM_010801793
ENSBTAG00000000266	XM_005202199
ENSBTAG00000000266	XM_005202200
ENSBTAG00000016624	XM_059884548
ENSBTAG00000016624	
ENSBTAG00000013113	
ENSBTAG00000013113	XM_005209336
ENSBTAG00000013113	XM_024993844
ENSBTAG00000013113	XM_059887935
ENSBTAG00000004421	
ENSBTAG00000003629	XM_005220208
ENSBTAG00000003629	XM_010815906
ENSBTAG00000015678	
ENSBTAG00000015678	XM_059877743
ENSBTAG00000015678	XM_059877740
ENSBTAG00000015678	XM_015474563
ENSBTAG00000015678	XM_024979653
ENSBTAG00000015678	XM_024979690
ENSBTAG00000015678	XM_059877729
ENSBTAG00000015678	XM_059877744
ENSBTAG00000059397	
ENSBTAG00000019369	
ENSBTAG00000019369	XM_005227309
ENSBTAG00000019369	XM_005227310
ENSBTAG00000019369	XM_024987011
ENSBTAG00000019369	XM_059882790
ENSBTAG00000019369	XM_005227311
ENSBTAG00000019369	XM_005227312
ENSBTAG00000019369	XM_059882788
ENSBTAG00000019369	XM_059882789
ENSBTAG00000019369	XM_059882787
ENSBTAG00000019369	XM_005227314
ENSBTAG00000019369	XM_005227315
ENSBTAG00000039011	
ENSBTAG00000009036	XM_010815840
ENSBTAG00000009036	XM_005220111
ENSBTAG00000013239	
ENSBTAG00000011447	XM_024980914
ENSBTAG00000011447	XM_024980912
ENSBTAG00000071662	
ENSBTAG00000049308	XM_002687631
ENSBTAG00000049308	XM_005206742
ENSBTAG00000049308	XM_024992515
ENSBTAG00000049308	XM_005206743
ENSBTAG00000049308	XM_059886969
ENSBTAG00000049308	XM_059886968
ENSBTAG00000065969	
ENSBTAG00000017666	
ENSBTAG00000017666	XM_005201588
ENSBTAG00000017666	XM_059879188
ENSBTAG00000017666	XM_059879163
ENSBTAG00000017666	XM_005201587
ENSBTAG00000017666	XM_005201585
ENSBTAG00000017666	XM_005201586
ENSBTAG00000017666	XM_010801294
ENSBTAG00000060908	
ENSBTAG00000078481	
ENSBTAG00000007719	XM_059877726
ENSBTAG00000007719	XM_059877718
ENSBTAG00000007719	XM_002685219
ENSBTAG00000007719	XM_059877719
ENSBTAG00000007719	XM_005202246
ENSBTAG00000007719	XM_005202247
ENSBTAG00000007719	XM_024979649
ENSBTAG00000015518	XM_002696010
ENSBTAG00000064906	XM_015473288
ENSBTAG00000017268	XM_015458568
ENSBTAG00000017268	XM_024979893
ENSBTAG00000017268	
ENSBTAG00000002347	XM_005208546
ENSBTAG00000002347	XM_005208542
ENSBTAG00000002347	XM_024994775
ENSBTAG00000002347	XM_002688569
ENSBTAG00000002347	XM_005208545
ENSBTAG00000002347	XM_005208539
ENSBTAG00000002347	XM_005208540
ENSBTAG00000002347	XM_010806598
ENSBTAG00000002347	XM_024994769
ENSBTAG00000002347	XM_059888502
ENSBTAG00000002347	XM_059888501
ENSBTAG00000002347	XM_059888503
ENSBTAG00000002347	XM_005208543
ENSBTAG00000002347	XM_024994779
ENSBTAG00000002347	XM_024994777
ENSBTAG00000002347	XM_024994780
ENSBTAG00000067687	
ENSBTAG00000013766	XM_024978428
ENSBTAG00000013766	XM_024978427
ENSBTAG00000009998	XM_015473233
ENSBTAG00000013760	XM_002699886
ENSBTAG00000013760	
ENSBTAG00000013760	XM_005227897
ENSBTAG00000013760	XM_024988805
ENSBTAG00000004145	XM_024991750
ENSBTAG00000004145	XM_059886417
ENSBTAG00000004145	XM_059886416
ENSBTAG00000004145	XM_059886418
ENSBTAG00000004145	XM_005206590
ENSBTAG00000004145	XM_024991747
ENSBTAG00000004145	XM_024991753
ENSBTAG00000004145	XM_024991754
ENSBTAG00000004145	XM_024991748
ENSBTAG00000004145	XM_059886414
ENSBTAG00000004145	XM_059886415
ENSBTAG00000004145	XM_024991741
ENSBTAG00000004145	XM_024991744
ENSBTAG00000004145	XM_024991743
ENSBTAG00000004145	XM_024991739
ENSBTAG00000004145	XM_024991738
ENSBTAG00000004145	XM_024991745
ENSBTAG00000004145	XM_024991740
ENSBTAG00000074073	
ENSBTAG00000030922	XM_059877569
ENSBTAG00000030922	XM_002695160
ENSBTAG00000007584	XM_024998746
ENSBTAG00000007584	XM_010801790
ENSBTAG00000007584	XM_010801791
ENSBTAG00000007584	XM_005202191
ENSBTAG00000007584	XM_059891678
ENSBTAG00000007584	XM_059891660
ENSBTAG00000007584	XM_005202192
ENSBTAG00000015951	XM_059878054
ENSBTAG00000031061	
ENSBTAG00000011815	
ENSBTAG00000072352	
ENSBTAG00000058947	
ENSBTAG00000066431	
ENSBTAG00000021394	
ENSBTAG00000019569	XM_059882936
ENSBTAG00000019569	XM_005227353
ENSBTAG00000019569	XM_010821242
ENSBTAG00000019569	XM_059882937
ENSBTAG00000019569	XM_015461352
ENSBTAG00000019569	XM_005227358
ENSBTAG00000019569	XM_015461350
ENSBTAG00000019569	XM_005227354
ENSBTAG00000019569	XM_005227356
ENSBTAG00000019569	XM_005227359
ENSBTAG00000019569	XM_005227355
ENSBTAG00000019569	XM_005227357
ENSBTAG00000007787	
ENSBTAG00000007787	XM_024979740
ENSBTAG00000007787	XM_024979710
ENSBTAG00000007787	XM_024979735
ENSBTAG00000007787	XM_024979698
ENSBTAG00000007787	XM_024979729
ENSBTAG00000007787	XM_059877750
ENSBTAG00000043636	
ENSBTAG00000065801	
ENSBTAG00000074561	
ENSBTAG00000001735	XM_015458907
ENSBTAG00000001735	XM_059878563
ENSBTAG00000001735	XM_024980926
ENSBTAG00000001735	XM_024980925
ENSBTAG00000046129	
ENSBTAG00000004588	
ENSBTAG00000004588	XM_024978381
ENSBTAG00000004588	XM_005219313
ENSBTAG00000004588	XM_024978385
ENSBTAG00000004588	XM_024978380
ENSBTAG00000004588	XM_005219312
ENSBTAG00000021392	XM_059890578
ENSBTAG00000021392	XM_005211368
ENSBTAG00000021392	XM_059890579
ENSBTAG00000021392	XM_024997734
ENSBTAG00000021392	XM_024997735
ENSBTAG00000021392	XM_005211369
ENSBTAG00000021392	XM_059890575
ENSBTAG00000021392	XM_005211372
ENSBTAG00000021392	XM_005211371
ENSBTAG00000021392	XM_005211374
ENSBTAG00000021392	XM_005211370
ENSBTAG00000021392	XM_005211375
ENSBTAG00000021392	XM_005211367
ENSBTAG00000021392	XM_059890577
ENSBTAG00000021392	XM_059890576
ENSBTAG00000021392	
ENSBTAG00000012150	XM_024995156
ENSBTAG00000012150	XM_015472209
ENSBTAG00000012150	XM_059888740
ENSBTAG00000043625	
ENSBTAG00000064401	XM_010801329
ENSBTAG00000019784	XM_024997654
ENSBTAG00000019784	
ENSBTAG00000019784	XM_005211993
ENSBTAG00000066250	
ENSBTAG00000014460	
ENSBTAG00000014460	XM_024984550
ENSBTAG00000014460	XM_059881183
ENSBTAG00000042615	
ENSBTAG00000074102	
ENSBTAG00000017805	
ENSBTAG00000017805	XM_010821289
ENSBTAG00000017805	XM_024987623
ENSBTAG00000017805	XM_024987625
ENSBTAG00000017805	XM_024987624
ENSBTAG00000030714	XM_002689130
ENSBTAG00000005210	XM_059890649
ENSBTAG00000005210	XM_024997826
ENSBTAG00000005210	XM_005211394
ENSBTAG00000005210	XM_005211395
ENSBTAG00000005210	XM_059890651
ENSBTAG00000005210	XM_059890650
ENSBTAG00000005210	XM_059890652
ENSBTAG00000066300	
ENSBTAG00000037888	
ENSBTAG00000043106	
ENSBTAG00000011481	XM_002688570
ENSBTAG00000003500	
ENSBTAG00000045360	
ENSBTAG00000002796	
ENSBTAG00000002796	XM_002689195
ENSBTAG00000002796	XM_002689207
ENSBTAG00000002796	XM_059888749
ENSBTAG00000002796	XM_059888748
ENSBTAG00000002796	XM_059888747
ENSBTAG00000074283	
ENSBTAG00000044604	
ENSBTAG00000064120	
ENSBTAG00000005211	
ENSBTAG00000005211	XM_059890326
ENSBTAG00000077410	
ENSBTAG00000043481	
ENSBTAG00000004856	XM_059888213
ENSBTAG00000004856	
ENSBTAG00000021999	XM_024987034
ENSBTAG00000021999	XM_059882802
ENSBTAG00000021999	XM_059882803
ENSBTAG00000021999	XM_059882804
ENSBTAG00000021999	XM_005227376
ENSBTAG00000021999	
ENSBTAG00000014459	
ENSBTAG00000050225	
ENSBTAG00000058832	
ENSBTAG00000045199	
ENSBTAG00000053146	
ENSBTAG00000011934	
ENSBTAG00000052190	
ENSBTAG00000016312	
ENSBTAG00000014451	
ENSBTAG00000014451	XM_059881451
ENSBTAG00000014451	XM_059881441
ENSBTAG00000014451	XM_059881287
ENSBTAG00000014451	XM_059881300
ENSBTAG00000014451	XM_059881263
ENSBTAG00000014451	XM_059881312
ENSBTAG00000014451	XM_059881334
ENSBTAG00000014451	XM_024984769
ENSBTAG00000014451	XM_059881391
ENSBTAG00000014451	XM_024984851
ENSBTAG00000014451	XM_024984827
ENSBTAG00000070792	
ENSBTAG00000016826	XM_059890435
ENSBTAG00000016826	XM_059890436
ENSBTAG00000016826	
ENSBTAG00000074176	
ENSBTAG00000015611	
ENSBTAG00000015611	XM_024994193
ENSBTAG00000015611	XM_010806437
ENSBTAG00000015611	XM_024994190
ENSBTAG00000015611	XM_005208368
ENSBTAG00000015611	XM_024994191
ENSBTAG00000015611	XM_024994194
ENSBTAG00000008815	
ENSBTAG00000008815	XM_024997724
ENSBTAG00000008815	XM_024997725
ENSBTAG00000008815	XM_005212023
ENSBTAG00000008815	XM_005212022
ENSBTAG00000076039	
ENSBTAG00000065193	XM_024997749
ENSBTAG00000065193	XM_024997747
ENSBTAG00000065193	XM_024997746
ENSBTAG00000065193	XM_024997748
ENSBTAG00000065193	XM_024997750
ENSBTAG00000065193	XM_024997744
ENSBTAG00000065193	XM_024997745
ENSBTAG00000064399	
ENSBTAG00000016313	
ENSBTAG00000016313	XM_059877533
ENSBTAG00000005213	
ENSBTAG00000005213	XM_024997668
ENSBTAG00000005213	XM_024997665
ENSBTAG00000005213	XM_059890508
ENSBTAG00000005213	XM_059890507
ENSBTAG00000005213	XM_059890506
ENSBTAG00000063877	
ENSBTAG00000067513	XM_059890564
ENSBTAG00000067513	XM_059890565
ENSBTAG00000067513	
ENSBTAG00000068601	
ENSBTAG00000046394	
ENSBTAG00000007782	XM_005209366
ENSBTAG00000007782	XM_010807298
ENSBTAG00000012522	
ENSBTAG00000012522	XM_005219422
ENSBTAG00000012522	XM_059877574
ENSBTAG00000012522	XM_059877573
ENSBTAG00000012522	XM_015458201
ENSBTAG00000012522	XM_005219419
ENSBTAG00000012522	XM_005219418
ENSBTAG00000009736	
ENSBTAG00000009736	XM_059882929
ENSBTAG00000009736	XM_059882933
ENSBTAG00000009736	XM_059882935
ENSBTAG00000009736	XM_059882934
ENSBTAG00000009736	XM_010821084
ENSBTAG00000009736	XM_010821085
ENSBTAG00000009736	XM_059882930
ENSBTAG00000009736	XM_005227090
ENSBTAG00000009736	XM_005227093
ENSBTAG00000009736	XM_059882931
ENSBTAG00000012726	
ENSBTAG00000010644	
ENSBTAG00000010644	XM_005206632
ENSBTAG00000010644	XM_005206631
ENSBTAG00000010644	XM_005206630
ENSBTAG00000010644	XM_059886490
ENSBTAG00000069785	
ENSBTAG00000004430	
ENSBTAG00000009885	
ENSBTAG00000015602	
ENSBTAG00000006777	
ENSBTAG00000051757	
ENSBTAG00000007785	XM_024994258
ENSBTAG00000071323	
ENSBTAG00000014449	
ENSBTAG00000008151	
ENSBTAG00000008151	XM_010816434
ENSBTAG00000008151	XM_005220981
ENSBTAG00000008151	XM_059878574
ENSBTAG00000008151	XM_005220984
ENSBTAG00000008151	XM_002696094
ENSBTAG00000012725	
ENSBTAG00000012725	XM_024997353
ENSBTAG00000012725	XM_005211276
ENSBTAG00000012725	XM_059890271
ENSBTAG00000012725	XM_024997352
ENSBTAG00000012725	XM_010808891
ENSBTAG00000012725	XM_024997351
ENSBTAG00000012725	XM_010808889
ENSBTAG00000012725	XM_010808890
ENSBTAG00000017450	XM_059885244
ENSBTAG00000017450	XM_059885234
ENSBTAG00000017450	XM_059885239
ENSBTAG00000017450	XM_005201597
ENSBTAG00000017450	XM_005201599
ENSBTAG00000025450	
ENSBTAG00000025450	XM_010809513
ENSBTAG00000025450	XM_024997772
ENSBTAG00000025450	XM_010809512
ENSBTAG00000025450	XM_059890588
ENSBTAG00000025450	XM_059890589
ENSBTAG00000025450	XM_024997775
ENSBTAG00000025450	XM_024997774
ENSBTAG00000025450	XM_059890590
ENSBTAG00000025450	XM_059890587
ENSBTAG00000025450	XM_024997771
ENSBTAG00000025450	XM_010809510
ENSBTAG00000025450	XM_010809511
ENSBTAG00000025450	XM_010809509
ENSBTAG00000025450	XM_010809508
ENSBTAG00000025450	XM_024997770
ENSBTAG00000025450	XM_059890586
ENSBTAG00000063750	
ENSBTAG00000020041	XM_024995186
ENSBTAG00000020041	XM_024995187
ENSBTAG00000020041	XM_024995196
ENSBTAG00000020041	XM_024995185
ENSBTAG00000020041	XM_024995188
ENSBTAG00000020041	XM_024995193
ENSBTAG00000020041	XM_024995195
ENSBTAG00000020041	XM_024995189
ENSBTAG00000020041	XM_024995190
ENSBTAG00000020041	XM_024995191
ENSBTAG00000020041	XM_024995194
ENSBTAG00000020041	XM_024995192
ENSBTAG00000020041	
ENSBTAG00000020041	XM_059888746
ENSBTAG00000020041	XM_024995198
ENSBTAG00000020041	XM_024995199
ENSBTAG00000037951	XM_002684885
ENSBTAG00000012915	
ENSBTAG00000021875	XM_059886475
ENSBTAG00000021875	XM_059886471
ENSBTAG00000021875	XM_010805188
ENSBTAG00000021875	XM_010805187
ENSBTAG00000021875	XM_059886474
ENSBTAG00000021875	XM_005206620
ENSBTAG00000021875	XM_024991804
ENSBTAG00000021875	XM_005206621
ENSBTAG00000021875	XM_024991808
ENSBTAG00000021875	XM_024991803
ENSBTAG00000021875	XM_059886473
ENSBTAG00000021875	XM_059886472
ENSBTAG00000005214	
ENSBTAG00000050712	
ENSBTAG00000050712	XM_059882851
ENSBTAG00000078690	XM_059877057
ENSBTAG00000078690	XM_059877053
ENSBTAG00000078690	XM_024978287
ENSBTAG00000078690	XM_059877048
ENSBTAG00000010394	
ENSBTAG00000010394	XM_024995375
ENSBTAG00000010394	XM_005201630
ENSBTAG00000010394	XM_005201631
ENSBTAG00000010394	XM_005201629
ENSBTAG00000018275	XM_059877688
ENSBTAG00000015591	XM_010806433
ENSBTAG00000015591	
ENSBTAG00000015591	XM_024993877
ENSBTAG00000021196	
ENSBTAG00000021196	XM_059886744
ENSBTAG00000050035	
ENSBTAG00000050035	XM_024978661
ENSBTAG00000050035	XM_024978655
ENSBTAG00000050035	XM_059877041
ENSBTAG00000050035	XM_024978657
ENSBTAG00000050035	XM_015458187
ENSBTAG00000050035	XM_059877043
ENSBTAG00000050035	XM_015458183
ENSBTAG00000050035	XM_024978659
ENSBTAG00000050035	XM_015458184
ENSBTAG00000050035	XM_024978656
ENSBTAG00000077217	
ENSBTAG00000034949	XM_059877704
ENSBTAG00000046000	
ENSBTAG00000008154	XM_005220836
ENSBTAG00000008154	XM_005220837
ENSBTAG00000008154	
ENSBTAG00000007058	XM_010821169
ENSBTAG00000007058	XM_024987175
ENSBTAG00000012724	
ENSBTAG00000012724	XM_024997545
ENSBTAG00000040536	
ENSBTAG00000063758	
ENSBTAG00000038318	XM_002685201
ENSBTAG00000071591	
ENSBTAG00000067232	
ENSBTAG00000067828	
ENSBTAG00000065924	
ENSBTAG00000075315	
ENSBTAG00000010397	
ENSBTAG00000010397	XM_005201621
ENSBTAG00000061084	
ENSBTAG00000064069	
ENSBTAG00000070721	
ENSBTAG00000009738	
ENSBTAG00000009738	XM_024994291
ENSBTAG00000009738	XM_024994289
ENSBTAG00000002772	XM_010821091
ENSBTAG00000002772	XM_005227106
ENSBTAG00000002772	
ENSBTAG00000072131	
ENSBTAG00000070329	
ENSBTAG00000074485	
ENSBTAG00000067861	
ENSBTAG00000066610	
ENSBTAG00000000056	XM_059878014
ENSBTAG00000000056	XM_059878015
ENSBTAG00000000056	XM_059878018
ENSBTAG00000000056	XM_059878019
ENSBTAG00000000056	
ENSBTAG00000000056	XM_059878023
ENSBTAG00000000056	XM_059878022
ENSBTAG00000000056	XM_059878010
ENSBTAG00000000056	XM_059878011
ENSBTAG00000000056	XM_059878006
ENSBTAG00000000056	XM_059878005
ENSBTAG00000000056	XM_059878004
ENSBTAG00000000056	XM_010816345
ENSBTAG00000000056	XM_059878009
ENSBTAG00000000056	XM_059878007
ENSBTAG00000000056	XM_059878008
ENSBTAG00000000056	XM_059878016
ENSBTAG00000000056	XM_059878021
ENSBTAG00000000056	XM_059878017
ENSBTAG00000000056	XM_005220865
ENSBTAG00000000056	XM_005220868
ENSBTAG00000000056	XM_059878020
ENSBTAG00000000056	XM_059878013
ENSBTAG00000012723	XM_005211392
ENSBTAG00000012723	XM_015473047
ENSBTAG00000012723	XM_005211390
ENSBTAG00000012723	XM_059890628
ENSBTAG00000012723	XM_005211391
ENSBTAG00000012723	XM_005211388
ENSBTAG00000012723	
ENSBTAG00000014575	
ENSBTAG00000014575	XM_002699862
ENSBTAG00000000372	XM_059890265
ENSBTAG00000000372	
ENSBTAG00000000372	XM_059890264
ENSBTAG00000056909	
ENSBTAG00000076168	
ENSBTAG00000002778	XM_005227113
ENSBTAG00000002778	
ENSBTAG00000006326	
ENSBTAG00000067014	
ENSBTAG00000027431	
ENSBTAG00000077527	
ENSBTAG00000015535	XM_024980245
ENSBTAG00000070274	
ENSBTAG00000074684	
ENSBTAG00000004498	XM_010809436
ENSBTAG00000004498	
ENSBTAG00000078335	
ENSBTAG00000055568	
ENSBTAG00000074091	
ENSBTAG00000072817	
ENSBTAG00000058501	
ENSBTAG00000006552	XM_005201596
ENSBTAG00000073167	
ENSBTAG00000077399	
ENSBTAG00000075032	
ENSBTAG00000055964	
ENSBTAG00000009737	
ENSBTAG00000009737	XM_010806434
ENSBTAG00000009737	XM_005208366
ENSBTAG00000009737	XM_005208367
ENSBTAG00000009737	XM_059888082
ENSBTAG00000009737	XM_059888083
ENSBTAG00000038990	
ENSBTAG00000003502	
ENSBTAG00000003502	XM_024994095
ENSBTAG00000003502	XM_005209367
ENSBTAG00000074049	
ENSBTAG00000011913	XM_002687658
ENSBTAG00000068780	
ENSBTAG00000006751	XM_024997656
ENSBTAG00000006751	XM_005211341
ENSBTAG00000006751	XM_005211344
ENSBTAG00000006751	
ENSBTAG00000009026	XM_059882903
ENSBTAG00000009026	XM_024987117
ENSBTAG00000051780	XM_002690743
ENSBTAG00000051780	XM_059890792
ENSBTAG00000051780	XM_005211530
ENSBTAG00000051780	
ENSBTAG00000051780	XM_059890793
ENSBTAG00000051780	XM_024997955
ENSBTAG00000051780	XM_010809134
ENSBTAG00000006548	
ENSBTAG00000006548	XM_010801298
ENSBTAG00000006548	XM_010801297
ENSBTAG00000006548	XM_015472184
ENSBTAG00000030784	
ENSBTAG00000030784	XM_010805165
ENSBTAG00000030784	XM_010805164
ENSBTAG00000007714	
ENSBTAG00000007714	XM_010815145
ENSBTAG00000007714	XM_010815150
ENSBTAG00000007714	XM_010815146
ENSBTAG00000007714	XM_002695085
ENSBTAG00000007714	XM_015458204
ENSBTAG00000007714	XM_015458203
ENSBTAG00000007714	XM_059877571
ENSBTAG00000007714	XM_059877570
ENSBTAG00000068615	
ENSBTAG00000047717	
ENSBTAG00000047717	XM_005220133
ENSBTAG00000047717	XM_003587387
ENSBTAG00000047717	XM_024980663
ENSBTAG00000043197	
ENSBTAG00000042883	
ENSBTAG00000071286	
ENSBTAG00000042377	
ENSBTAG00000066817	
ENSBTAG00000043453	
ENSBTAG00000037964	
ENSBTAG00000005144	
ENSBTAG00000043168	
ENSBTAG00000025434	
ENSBTAG00000015639	XM_015458572
ENSBTAG00000015639	
ENSBTAG00000043361	
ENSBTAG00000056450	
ENSBTAG00000006823	
ENSBTAG00000045164	
ENSBTAG00000061306	
ENSBTAG00000001871	XM_010809035
ENSBTAG00000043260	
ENSBTAG00000040209	
ENSBTAG00000040209	XM_015458206
ENSBTAG00000040209	XM_015458207
ENSBTAG00000040209	XM_024979144
ENSBTAG00000040209	XM_024979145
ENSBTAG00000001225	
ENSBTAG00000001225	XM_005227063
ENSBTAG00000001225	XM_005227064
ENSBTAG00000042742	
ENSBTAG00000018673	
ENSBTAG00000062329	
ENSBTAG00000042613	
ENSBTAG00000006535	
ENSBTAG00000006535	XM_005227898
ENSBTAG00000062575	
ENSBTAG00000042784	
ENSBTAG00000033735	XM_024992525
ENSBTAG00000033735	XM_059886978
ENSBTAG00000033735	XM_005206753
ENSBTAG00000033735	XM_002687646
ENSBTAG00000033735	
ENSBTAG00000001702	
ENSBTAG00000001702	XM_059877888
ENSBTAG00000018255	
ENSBTAG00000018255	XM_005211976
ENSBTAG00000018255	XM_005211978
ENSBTAG00000018255	XM_005211979
ENSBTAG00000018255	XM_059890434
ENSBTAG00000001870	XM_024997372
ENSBTAG00000001870	XM_024997373
ENSBTAG00000078206	
ENSBTAG00000043240	
ENSBTAG00000029880	
ENSBTAG00000039246	
ENSBTAG00000075594	
ENSBTAG00000030108	
ENSBTAG00000013132	
ENSBTAG00000013132	XM_005211405
ENSBTAG00000013132	XM_002690459
ENSBTAG00000013132	XM_005211404
ENSBTAG00000006805	
ENSBTAG00000006805	XM_059876673
ENSBTAG00000006805	XM_059876670
ENSBTAG00000006805	XM_059876671
ENSBTAG00000006805	XM_059876672
ENSBTAG00000006805	XM_024979149
ENSBTAG00000006805	XM_024979148
ENSBTAG00000052531	
ENSBTAG00000019591	XM_015461607
ENSBTAG00000019591	XM_015461606
ENSBTAG00000019591	XM_024988352
ENSBTAG00000019591	XM_024988353
ENSBTAG00000019591	XM_024988354
ENSBTAG00000019591	XM_024988355
ENSBTAG00000050073	
ENSBTAG00000029933	
ENSBTAG00000066573	
ENSBTAG00000031688	XM_024987360
ENSBTAG00000031688	XM_010821147
ENSBTAG00000011834	
ENSBTAG00000001717	
ENSBTAG00000001717	XM_010815990
ENSBTAG00000001717	XM_005220306
ENSBTAG00000001717	XM_010815989
ENSBTAG00000029844	
ENSBTAG00000007820	XM_059888492
ENSBTAG00000036392	
ENSBTAG00000010652	XM_005208506
ENSBTAG00000010652	XM_010806580
ENSBTAG00000002127	
ENSBTAG00000002127	XM_059886663
ENSBTAG00000002127	XM_005206764
ENSBTAG00000002127	XM_059886662
ENSBTAG00000070610	
ENSBTAG00000071822	
ENSBTAG00000019692	XM_059890676
ENSBTAG00000019692	XM_005211399
ENSBTAG00000019692	
ENSBTAG00000046388	
ENSBTAG00000073835	
ENSBTAG00000000423	XM_024987018
ENSBTAG00000000423	XM_010821058
ENSBTAG00000000423	XM_059882792
ENSBTAG00000000423	XM_024987021
ENSBTAG00000043266	
ENSBTAG00000054402	
ENSBTAG00000062996	
ENSBTAG00000021058	
ENSBTAG00000021058	XM_010816435
ENSBTAG00000074533	XM_005219387
ENSBTAG00000012866	
ENSBTAG00000012866	XM_059890619
ENSBTAG00000074998	
ENSBTAG00000042939	
ENSBTAG00000048801	
ENSBTAG00000042866	
ENSBTAG00000029918	
ENSBTAG00000037602	
ENSBTAG00000048075	XM_005219428
ENSBTAG00000048075	XM_005219427
ENSBTAG00000037679	XM_059890785
ENSBTAG00000037679	XM_059890784
ENSBTAG00000037679	
ENSBTAG00000037679	XM_024997948
ENSBTAG00000053463	
ENSBTAG00000077732	
ENSBTAG00000037338	
ENSBTAG00000070794	
ENSBTAG00000005929	
ENSBTAG00000005929	XM_059883099
ENSBTAG00000005929	XM_059883102
ENSBTAG00000005929	XM_059883101
ENSBTAG00000005929	XM_059883100
ENSBTAG00000004262	
ENSBTAG00000004262	XM_059888884
ENSBTAG00000004262	XM_059888880
ENSBTAG00000004262	XM_059888876
ENSBTAG00000004262	XM_059888875
ENSBTAG00000004262	XM_059888881
ENSBTAG00000004262	XM_059888872
ENSBTAG00000004262	XM_059888871
ENSBTAG00000004262	XM_059888874
ENSBTAG00000004262	XM_059888882
ENSBTAG00000004262	XM_059888877
ENSBTAG00000004262	XM_059888878
ENSBTAG00000004262	XM_059888873
ENSBTAG00000004262	XM_059888887
ENSBTAG00000004262	XM_059888879
ENSBTAG00000004262	XM_059888883
ENSBTAG00000004262	XM_059888886
ENSBTAG00000004262	XM_059888885
ENSBTAG00000006139	XM_024979249
ENSBTAG00000006139	XM_010815213
ENSBTAG00000006139	XM_002695205
ENSBTAG00000006139	XM_024979247
ENSBTAG00000006139	XM_024979246
ENSBTAG00000006139	
ENSBTAG00000059751	
ENSBTAG00000004586	XM_015461624
ENSBTAG00000004586	XM_015461622
ENSBTAG00000015313	
ENSBTAG00000025755	XM_005211442
ENSBTAG00000025755	
ENSBTAG00000045103	
ENSBTAG00000020352	XM_059890774
ENSBTAG00000020352	XM_024997926
ENSBTAG00000020352	
ENSBTAG00000020352	XM_005211425
ENSBTAG00000020352	XM_059890773
ENSBTAG00000020352	XM_002690486
ENSBTAG00000004781	XM_059886660
ENSBTAG00000004781	
ENSBTAG00000053245	
ENSBTAG00000068889	
ENSBTAG00000063969	
ENSBTAG00000077688	
ENSBTAG00000051194	
ENSBTAG00000007122	
ENSBTAG00000007122	XM_024994674
ENSBTAG00000007122	XM_015471810
ENSBTAG00000000020	
ENSBTAG00000000020	XM_015458625
ENSBTAG00000045010	
ENSBTAG00000056838	
