tx	gene_id	symbol	gene_biotype	transcript_biotype	chrom	source
ENSMUST00000119418.3	ENSMUSG00000080994	Gm13464	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000199814.2	ENSMUSG00000105117	Gm42760	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000199755.2	ENSMUSG00000105441	Gm8041	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000182555.2	ENSMUSG00000098073	Gm8048	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000205579.2	ENSMUSG00000108729	Gm17831	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000198933.2	ENSMUSG00000106273	Gm43767	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000200477.2	ENSMUSG00000105916	Gm42453	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000197410.2	ENSMUSG00000105310	Gm42451	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000197133.2	ENSMUSG00000106177	Gm43491	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000183005.2	ENSMUSG00000097941	Gm8984	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000075518.5	ENSMUSG00000078182	Gm6083	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000238830.2	ENSMUSG00000118495	Gm21011	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000201954.2	ENSMUSG00000107160	Gm42666	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000202100.2	ENSMUSG00000106982	Gm42665	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000206199.2	ENSMUSG00000108540	Gm4768	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000121248.2	ENSMUSG00000083874	Gm7494	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000207731.2	ENSMUSG00000108925	Gm19880	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000120741.2	ENSMUSG00000083029	Gm13720	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000215677.2	ENSMUSG00000111834	Gm40020	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117568.2	ENSMUSG00000082487	Gm11628	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119782.2	ENSMUSG00000081677	Mdk-ps1	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119744.2	ENSMUSG00000080992	Psmb5-ps	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120601.2	ENSMUSG00000084375	Gm11637	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000186253.2	ENSMUSG00000100068	Gm18558	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000165784.3	ENSMUSG00000091703	Gm4222	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119505.2	ENSMUSG00000082091	Gm13922	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120365.2	ENSMUSG00000081256	Gm15791	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000118699.2	ENSMUSG00000081073	Gm13758	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119441.3	ENSMUSG00000081353	Gm13818	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121653.2	ENSMUSG00000083009	Gm1335	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120311.2	ENSMUSG00000082148	Gm12266	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118398.2	ENSMUSG00000083412	Gm12268	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000121609.2	ENSMUSG00000084249	Gm12267	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000121977.2	ENSMUSG00000084373	Rps2-ps4	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119924.2	ENSMUSG00000083986	Gm12213	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000198807.2	ENSMUSG00000104602	Gm42779	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000121895.2	ENSMUSG00000081104	Gm15989	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000118858.2	ENSMUSG00000082271	Gm12217	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117666.2	ENSMUSG00000082380	Gm12218	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000238291.2	ENSMUSG00000118399	Gm18917	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117491.2	ENSMUSG00000082543	Gm14336	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120814.2	ENSMUSG00000082687	Gm11474	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000213690.2	ENSMUSG00000111425	Gm47324	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000118482.2	ENSMUSG00000081511	Gm11475	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118790.2	ENSMUSG00000081632	Gm11443	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000211610.2	ENSMUSG00000110099	Gm45344	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000119815.2	ENSMUSG00000082283	Gm14472	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119536.2	ENSMUSG00000081852	Gm12281	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117937.2	ENSMUSG00000084020	Wsb2-ps	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117476.2	ENSMUSG00000083022	Rps15a-ps6	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118848.2	ENSMUSG00000083209	Gm11969	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117212.2	ENSMUSG00000081153	Gm11401	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119611.2	ENSMUSG00000080836	Gm6444	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000209100.2	ENSMUSG00000109164	Gm45085	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000119959.2	ENSMUSG00000082532	Rpl31-ps6	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000116105.3	ENSMUSG00000079988	Gm11970	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117715.2	ENSMUSG00000083693	Gm11971	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118514.2	ENSMUSG00000084280	Gm11972	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118772.2	ENSMUSG00000084231	Gm11975	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118658.2	ENSMUSG00000081911	Mrps36-ps2	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000120846.2	ENSMUSG00000082049	Gm12105	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000198801.2	ENSMUSG00000105408	Gm7285	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000121140.2	ENSMUSG00000081613	Gm12109	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000121821.2	ENSMUSG00000084111	Gm15710	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000172206.4	ENSMUSG00000090460	Gm17511	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000120245.2	ENSMUSG00000081851	Gm13323	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117063.2	ENSMUSG00000081116	Gm13329	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118087.2	ENSMUSG00000081619	Gm13351	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120519.3	ENSMUSG00000083070	Gm13350	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122370.2	ENSMUSG00000074184	Smt3h2-ps2	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000205429.2	ENSMUSG00000108663	Gm33080	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000117256.2	ENSMUSG00000084069	Gm12306	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000179317.3	ENSMUSG00000096557	Gm7258	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000202892.2	ENSMUSG00000107062	Gm43580	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000118475.2	ENSMUSG00000081339	Gm16044	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000211656.2	ENSMUSG00000110174	Gm45499	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000120862.2	ENSMUSG00000085401	Slc39a1-ps	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000211531.2	ENSMUSG00000109677	Gm45514	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000210711.2	ENSMUSG00000109843	Gm17841	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000211731.2	ENSMUSG00000110275	Gm5905	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000121509.2	ENSMUSG00000082917	Gm11440	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118598.2	ENSMUSG00000083876	Gm11439	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000121801.2	ENSMUSG00000082806	Rpl13-ps1	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119676.2	ENSMUSG00000080791	Akirin1-ps	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000145746.2	ENSMUSG00000085232	Gm11962	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000182274.2	ENSMUSG00000091083	Gm4535	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000120982.2	ENSMUSG00000081021	Gm11964	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000122017.2	ENSMUSG00000081691	Gm11965	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117531.2	ENSMUSG00000083483	Gm14044	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119907.2	ENSMUSG00000080904	Gm11966	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120139.3	ENSMUSG00000082985	Gm14042	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000104990.4	ENSMUSG00000078192	Gm7290	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000206192.2	ENSMUSG00000108768	Gm44971	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000207006.2	ENSMUSG00000108430	Gm36776	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000206419.2	ENSMUSG00000108404	Gm44972	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000205486.2	ENSMUSG00000108302	Gm18207	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000117986.2	ENSMUSG00000081348	Gm13878	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118421.2	ENSMUSG00000081010	Gm13880	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120614.2	ENSMUSG00000083495	Gm13877	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120162.2	ENSMUSG00000081275	Gm13875	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118308.2	ENSMUSG00000082845	Gm13879	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118451.2	ENSMUSG00000083643	Gm13876	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117074.2	ENSMUSG00000082413	Gm13401	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000196071.2	ENSMUSG00000105253	Gm42522	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000196923.2	ENSMUSG00000104688	Gm18702	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000042595.8	ENSMUSG00000032889	Gm6685	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000121462.2	ENSMUSG00000081695	Rpsa-ps5	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000197766.2	ENSMUSG00000105796	Gm42845	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000118655.2	ENSMUSG00000083460	Gm12182	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120566.2	ENSMUSG00000082454	Gm12183	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119999.2	ENSMUSG00000083055	Gm14140	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122345.2	ENSMUSG00000083077	Gm14126	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122076.2	ENSMUSG00000083964	Gm14122	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119552.2	ENSMUSG00000080802	Gm13804	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117822.2	ENSMUSG00000082862	Gm13806	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118709.2	ENSMUSG00000083481	Rps8-ps2	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122418.2	ENSMUSG00000082901	Rps8-ps5	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119050.3	ENSMUSG00000084153	Gm12186	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118417.2	ENSMUSG00000081494	Gm14130	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000199391.2	ENSMUSG00000105905	Gm7709	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000197225.2	ENSMUSG00000104640	Gm42623	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000117906.2	ENSMUSG00000082740	Gm14127	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117387.2	ENSMUSG00000082116	Gm12188	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119514.2	ENSMUSG00000081092	Gm14128	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120455.2	ENSMUSG00000084067	Gm14269	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119779.2	ENSMUSG00000084278	Gm12189	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120001.2	ENSMUSG00000081791	Gm12190	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117238.3	ENSMUSG00000082581	Gm13761	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117738.2	ENSMUSG00000082052	Ywhaq-ps2	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000119930.2	ENSMUSG00000080707	Gm13823	processed_pseudogene	processed_pseudogene	5	cdna
ENSMUST00000121686.2	ENSMUSG00000082341	Gm14143	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117833.2	ENSMUSG00000084264	Gm14142	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120236.2	ENSMUSG00000082375	Gm14141	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122433.3	ENSMUSG00000083391	Gm14148	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122132.3	ENSMUSG00000082671	Gm14006	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120483.2	ENSMUSG00000082350	Gm14008	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118288.2	ENSMUSG00000080789	Gm14007	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119837.2	ENSMUSG00000083337	Gm11539	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000116491.3	ENSMUSG00000080237	Gm14239	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120227.2	ENSMUSG00000083341	Gm14238	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117614.2	ENSMUSG00000075587	Gm11531	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000177439.2	ENSMUSG00000093624	Mipep-ps	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000175715.2	ENSMUSG00000093687	Gm20637	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117104.2	ENSMUSG00000082641	Rpl30-ps5	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119530.2	ENSMUSG00000083356	Gm11708	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000117751.2	ENSMUSG00000081103	Rps12-ps26	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119942.2	ENSMUSG00000081360	Gm11718	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119332.2	ENSMUSG00000083910	Gm13604	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117854.3	ENSMUSG00000082314	Gm13296	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117797.3	ENSMUSG00000082727	Gm13260	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121028.2	ENSMUSG00000082562	Gm11726	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000211361.2	ENSMUSG00000109885	Gm6842	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000122320.2	ENSMUSG00000084050	Gm14439	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120332.2	ENSMUSG00000081949	Gm14392	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000128606.2	ENSMUSG00000087588	Gm16355	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121572.2	ENSMUSG00000084323	Gm14438	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121260.2	ENSMUSG00000082023	Gm14407	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120833.2	ENSMUSG00000083619	Gm14414	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000189720.2	ENSMUSG00000099423	Gm17826	processed_pseudogene	processed_pseudogene	7	cdna
ENSMUST00000118080.2	ENSMUSG00000084213	Hspe1-ps5	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118601.2	ENSMUSG00000081686	Gm11774	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120640.2	ENSMUSG00000083137	Gm11792	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120433.2	ENSMUSG00000082510	Gm11793	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000120476.2	ENSMUSG00000080985	Gm13559	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121865.2	ENSMUSG00000082800	Gm13560	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120771.2	ENSMUSG00000082989	Gm13557	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118185.2	ENSMUSG00000084250	Gm13550	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117145.2	ENSMUSG00000082013	Gm13216	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117166.3	ENSMUSG00000082332	Gm13384	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118436.3	ENSMUSG00000082520	Gm13349	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120891.2	ENSMUSG00000081181	Gm13353	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117996.2	ENSMUSG00000082943	Gm13355	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117515.2	ENSMUSG00000086882	Gm13352	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119424.2	ENSMUSG00000081139	Gm13333	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120451.2	ENSMUSG00000083281	Gm13332	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119097.2	ENSMUSG00000082307	Gm13418	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117264.2	ENSMUSG00000084241	Gm13416	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121558.2	ENSMUSG00000083973	Gm13459	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121701.2	ENSMUSG00000083043	Gm13433	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118861.2	ENSMUSG00000083528	Gm13432	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120551.2	ENSMUSG00000081059	Gm11945	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000118484.2	ENSMUSG00000082357	Gm13542	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121505.2	ENSMUSG00000081539	Gm11990	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119652.2	ENSMUSG00000082095	Gm11991	processed_pseudogene	processed_pseudogene	11	cdna
ENSMUST00000119822.2	ENSMUSG00000081992	Gm13408	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117516.2	ENSMUSG00000087635	Gm13414	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121711.3	ENSMUSG00000081904	Gm13419	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121107.3	ENSMUSG00000083533	Gm13450	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120770.2	ENSMUSG00000075391	Glo1-ps	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118148.2	ENSMUSG00000083707	Gm13592	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121329.2	ENSMUSG00000080766	Gm13593	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120600.2	ENSMUSG00000080728	Gm13616	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118070.2	ENSMUSG00000080855	Rpl35-ps1	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119700.2	ENSMUSG00000081307	Gm13627	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117949.2	ENSMUSG00000081973	Gm13600	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122405.2	ENSMUSG00000082218	Gm13602	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120774.2	ENSMUSG00000084359	Gm13692	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118542.2	ENSMUSG00000081980	Gm13702	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000238924.2	ENSMUSG00000118521	Gm52948	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122371.2	ENSMUSG00000083951	Gm13786	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119099.2	ENSMUSG00000081730	Gm13785	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119208.2	ENSMUSG00000084385	Gm13873	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118456.2	ENSMUSG00000081687	Gm13996	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000122360.2	ENSMUSG00000074930	Gm13981	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118467.2	ENSMUSG00000081842	Rap1a-ps2	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119778.2	ENSMUSG00000081313	Gm14213	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121864.2	ENSMUSG00000080989	Gm14048	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117430.2	ENSMUSG00000081087	Rps15a-ps7	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121456.2	ENSMUSG00000081434	Gm14165	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118409.2	ENSMUSG00000083230	Gm14158	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121538.2	ENSMUSG00000082689	Gm14156	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117342.2	ENSMUSG00000089684	Gm14163	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119057.2	ENSMUSG00000082064	Rpl5-ps2	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120578.2	ENSMUSG00000083975	Gm14215	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000118980.2	ENSMUSG00000083661	Gm11473	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121483.2	ENSMUSG00000083252	Gm13210	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120422.2	ENSMUSG00000081248	Gm13787	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120437.2	ENSMUSG00000081700	Atp5k-ps2	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120334.2	ENSMUSG00000082519	Vamp7-ps	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121178.2	ENSMUSG00000083648	Gm14229	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121055.2	ENSMUSG00000082516	Gm13342	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000120235.2	ENSMUSG00000083453	Gm13338	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000119909.2	ENSMUSG00000083264	Gm11461	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000117749.2	ENSMUSG00000082924	Gm11462	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000121276.2	ENSMUSG00000083519	Gm13674	processed_pseudogene	processed_pseudogene	2	cdna
ENSMUST00000193425.2	ENSMUSG00000102182	Gm37187	IG_pseudogene	IG_pseudogene	12	cdna
ENSMUST00000178902.2	ENSMUSG00000096301	Ighd6-2	IG_D_pseudogene	IG_D_pseudogene	12	cdna
ENSMUST00000192089.2	ENSMUSG00000102532	Gm37227	IG_D_pseudogene	IG_D_pseudogene	12	cdna
ENSMUST00000170385.2	ENSMUSG00000095399	Ighd6-1	IG_D_pseudogene	IG_D_pseudogene	12	cdna
ENSMUST00000178811.2	ENSMUSG00000095549	Ighd5-1	IG_D_pseudogene	IG_D_pseudogene	12	cdna
ENSMUST00000218590.3	ENSMUSG00000111882	Gm48864	unitary_pseudogene	unitary_pseudogene	10	cdna
ENSMUST00000218647.2	ENSMUSG00000112190	Gm47209	unitary_pseudogene	unitary_pseudogene	8	cdna
ENSMUST00000239097.2	ENSMUSG00000118535	Gm52954	unitary_pseudogene	unitary_pseudogene	17	cdna
ENSMUST00000238756.2	ENSMUSG00000118414	Gm50463	unitary_pseudogene	unitary_pseudogene	6	cdna
ENSMUST00000238696.2	ENSMUSG00000118457	Gm46575	unitary_pseudogene	unitary_pseudogene	17	cdna
ENSMUST00000121417.3	ENSMUSG00000081849	Zar1-ps	unitary_pseudogene	unitary_pseudogene	5	cdna
ENSMUST00000239454.2	ENSMUSG00000118656	Gm54734	unitary_pseudogene	unitary_pseudogene	X	cdna
ENSMUST00000238523.2	ENSMUSG00000118480	Gm50458	unitary_pseudogene	unitary_pseudogene	5	cdna
ENSMUST00000238360.2	ENSMUSG00000118443	Gm18589	unitary_pseudogene	unitary_pseudogene	3	cdna
ENSMUST00000225546.2	ENSMUSG00000114757	Gm48126	unitary_pseudogene	unitary_pseudogene	10	cdna
ENSMUST00000214924.3	ENSMUSG00000118613	Gm38523	unitary_pseudogene	unitary_pseudogene	8	cdna
ENSMUST00000239328.2	ENSMUSG00000118581	Gm53029	unitary_pseudogene	unitary_pseudogene	15	cdna
ENSMUST00000238641.2	ENSMUSG00000118410	Gm54882	unitary_pseudogene	unitary_pseudogene	16	cdna
ENSMUST00000238971.2	ENSMUSG00000118502	Zacn-ps	unitary_pseudogene	unitary_pseudogene	11	cdna
ENSMUST00000213009.2	ENSMUSG00000110677	Gm45777	unitary_pseudogene	unitary_pseudogene	12	cdna
ENSMUST00000121682.3	ENSMUSG00000084217	Setd9-ps	unitary_pseudogene	unitary_pseudogene	13	cdna
ENSMUST00000208959.2	ENSMUSG00000108975	Mlnr-ps	unitary_pseudogene	unitary_pseudogene	14	cdna
ENSMUST00000209278.2	ENSMUSG00000109913	Gm30694	unitary_pseudogene	unitary_pseudogene	1	cdna
ENSMUST00000207052.2	ENSMUSG00000109112	Gm44544	unitary_pseudogene	unitary_pseudogene	11	cdna
ENSMUST00000212350.2	ENSMUSG00000110719	Gm2716	unitary_pseudogene	unitary_pseudogene	8	cdna
